Proteome ID	Organism	Organism ID	Protein count	BUSCO	CPD	Taxonomic lineage
UP000029914	Corynebacterium doosanense CAU 212 = DSM 45436 (Strain: CAU 212)	558173	2476	C:98.3%[S:98.3%,D:0%],F:0.9%,M:0.9%,n:352	Standard	Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium
UP000219688	Ornithinimicrobium pekingense (Strain: USBA17B2)	384677	3368	C:96.9%[S:96.6%,D:0.3%],F:1.4%,M:1.7%,n:352	Standard	Bacteria, Actinobacteria, Micrococcales, Intrasporangiaceae, Ornithinimicrobium
UP000218896	Halovibrio sp. YL5-2 (Strain: YL5-2)	2032626	3225	C:97.8%[S:97.1%,D:0.7%],F:1.3%,M:0.9%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halovibrio, unclassified Halovibrio
UP000006286	Alcanivorax dieselolei (strain DSM 16502 / CGMCC 1.3690 / B-5) (Strain: DSM 16502 / CGMCC 1.3690 / B-5)	930169	4388	C:98.2%[S:97.8%,D:0.4%],F:0.9%,M:0.9%,n:452	Close to Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Alcanivoracaceae, Alcanivorax
UP000192596	Rachicladosporium antarcticum (Strain: CCFEE 5527)	1507870	18598	C:97.7%[S:8.6%,D:89.1%],F:1.6%,M:0.7%,n:3156	Close to Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Dothideomycetidae, Capnodiales, Cladosporiaceae, Rachicladosporium
UP000214588	Natranaerobius trueperi (Strain: DSM 18760)	759412	2464	C:93.7%[S:93.7%,D:0%],F:2%,M:4.3%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Natranaerobiales, Natranaerobiaceae, Natranaerobius
UP000194432	Acidovorax carolinensis	553814	3397	C:91.6%[S:91.2%,D:0.3%],F:0.7%,M:7.7%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Acidovorax
UP000295188	Pectinatus cerevisiiphilus (Strain: DSM 20467)	86956	2417	C:97%[S:96.6%,D:0.4%],F:0.4%,M:2.6%,n:232	Standard	Bacteria, Firmicutes, Negativicutes, Selenomonadales, Selenomonadaceae, Pectinatus
UP000004119	Roseobacter sp. AzwK-3b (Strain: AzwK-3b)	351016	4072	C:99.1%[S:97.7%,D:1.4%],F:0%,M:0.9%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Roseobacter
UP000004097	Solobacterium moorei F0204 (Strain: F0204)	706433	2034	C:89.2%[S:88.8%,D:0.4%],F:1.3%,M:9.5%,n:232	Standard	Bacteria, Firmicutes, Erysipelotrichia, Erysipelotrichales, Erysipelotrichaceae, Solobacterium
UP000051497	Candidatus Berkiella aquae (Strain: HT99)	295108	3170	C:90.5%[S:90.5%,D:0%],F:2.4%,M:7.1%,n:452	Outlier	Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Candidatus Berkiella
UP000243255	Asaccharospora irregularis DSM 2635 (Strain: DSM 2635)	1121321	2538	C:100%[S:99.2%,D:0.8%],F:0%,M:0%,n:254	Close to Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Peptostreptococcaceae, Asaccharospora
UP000242180	Syncephalastrum racemosum (Filamentous fungus) (Strain: NRRL 2496)	13706	11037	C:96.6%[S:81.7%,D:14.8%],F:2.8%,M:0.7%,n:290	Standard	Eukaryota, Fungi, Fungi incertae sedis, Mucoromycota, Mucoromycotina, Mucoromycetes, Mucorales, Syncephalastraceae, Syncephalastrum
UP000193719	Piromyces finnis (Strain: finn)	1754191	10787	C:92.4%[S:84.8%,D:7.6%],F:3.4%,M:4.1%,n:290	Standard	Eukaryota, Fungi, Fungi incertae sedis, Chytridiomycota, Chytridiomycota incertae sedis, Neocallimastigomycetes, Neocallimastigales, Neocallimastigaceae, Piromyces
UP000003947	Microvirga lotononidis (Strain: WSM3557)	864069	6918	C:97.5%[S:96.2%,D:1.3%],F:2.3%,M:0.1%,n:686	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Microvirga
UP000033411	Devosia epidermidihirudinis (Strain: E84)	1293439	3353	C:84.4%[S:81.2%,D:3.2%],F:5.8%,M:9.8%,n:686	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Devosia
UP000016933	Dothistroma septosporum (strain NZE10 / CBS 128990) (Red band needle blight fungus) (Mycosphaerella pini) (Strain: NZE10 / CBS 128990)	675120	12414	C:96.8%[S:96.7%,D:0.1%],F:2.5%,M:0.7%,n:3156	Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Dothideomycetidae, Capnodiales, Mycosphaerellaceae, Dothistroma
UP000290288	Psathyrella aberdarensis (Strain: IHI B618)	2316362	14686	C:82.8%[S:81.1%,D:1.7%],F:9.5%,M:7.6%,n:1335	Standard	Eukaryota, Fungi, Dikarya, Basidiomycota, Agaricomycotina, Agaricomycetes, Agaricomycetidae, Agaricales, Psathyrellaceae, Psathyrella
UP000035368	Corynebacterium epidermidicanis (Strain: DSM 45586)	1050174	2448	C:98.6%[S:98.6%,D:0%],F:1.1%,M:0.3%,n:352	Standard	Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium
UP000193207	Roseovarius halotolerans (Strain: CECT 8110)	505353	3635	C:98.6%[S:97.3%,D:1.4%],F:0.5%,M:0.9%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Roseovarius
UP000293671	Rivibacter subsaxonicus (Strain: DSM 19570)	457575	3641	C:98.8%[S:98.6%,D:0.2%],F:0.9%,M:0.3%,n:582	Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Rivibacter
UP000034283	Streptomyces sp. CNQ-509 (Strain: CNQ-509)	444103	6367	C:99.7%[S:98.6%,D:1.1%],F:0%,M:0.3%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000034222	Clostridiales bacterium PH28_bin88	1605376	4255	C:97.6%[S:95.7%,D:2%],F:0.8%,M:1.6%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales
UP000034024	Deinococcus soli Cha et al. 2016 (Strain: N5)	1309411	2935	C:89.9%[S:89.9%,D:0%],F:2.7%,M:7.4%,n:148	Standard	Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus
UP000238762	Merismopedia glauca CCAP 1448/3 (Strain: CCAP 1448/3)	1296344	4638	C:97%[S:96.5%,D:0.5%],F:2%,M:1%,n:834	Outlier	Bacteria, Cyanobacteria, Synechococcales, Merismopediaceae, Merismopedia
UP000007322	Myceliophthora thermophila (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile) (Strain: ATCC 42464 / BCRC 31852 / DSM 1799)	573729	9079	C:94.6%[S:94.5%,D:0%],F:4.2%,M:1.3%,n:3725	Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Sordariomycetes, Sordariomycetidae, Sordariales, Chaetomiaceae, Thermothelomyces
UP000019918	Erwinia mallotivora (Strain: BT-MARDI)	69222	3959	C:95.3%[S:95.3%,D:0%],F:0.4%,M:4.4%,n:781	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Erwiniaceae, Erwinia
UP000249688	Humitalea rosea (Strain: DSM 24525)	990373	4650	C:99.5%[S:99.5%,D:0%],F:0%,M:0.5%,n:221	Close to Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Humitalea
UP000272193	Tibeticola sediminis (Strain: DSM 101684)	1917811	2531	C:99.5%[S:99.3%,D:0.2%],F:0.2%,M:0.3%,n:582	Close to Standard	Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Tibeticola
UP000245812	Fulvimonas soli (Strain: DSM 14263)	155197	3277	C:97.3%[S:97.1%,D:0.2%],F:0.7%,M:2%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Rhodanobacteraceae, Fulvimonas
UP000317238	Planctomycetes bacterium Pan14r (Strain: Pan14r)	2527977	5367	C:85.1%[S:85.1%,D:0%],F:2.7%,M:12.2%,n:148	Standard	Bacteria, Planctomycetes
UP000225277	Ramularia collo-cygni (Strain: URUG2)	112498	11621	C:97.4%[S:96.8%,D:0.6%],F:1.8%,M:0.8%,n:3156	Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Dothideomycetes, Dothideomycetidae, Capnodiales, Mycosphaerellaceae, Ramularia
UP000287605	Vagococcus elongatus (Strain: CCUG 51432)	180344	2619	C:98.9%[S:98%,D:0.9%],F:0%,M:1.1%,n:443	Standard	Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Vagococcus
UP000018022	Clostridium sp. CAG:411 (Strain: MGS:411)	1262802	2623	C:95.3%[S:94.9%,D:0.4%],F:2%,M:2.8%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium, environmental samples
UP000018114	[Ruminococcus] gnavus CAG:126 (Strain: MGS:126)	1263106	2588	C:98.4%[S:98%,D:0.4%],F:1.2%,M:0.4%,n:254	Close to Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcus, environmental samples
UP000248790	Larkinella arboricola (Strain: DSM 21851)	643671	5660	C:97.1%[S:96.2%,D:0.9%],F:2.3%,M:0.7%,n:443	Close to Standard	Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Larkinella
UP000295678	Tepidamorphus gemmatus (Strain: DSM 19345)	747076	3554	C:95.5%[S:95.3%,D:0.1%],F:3.6%,M:0.9%,n:686	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhodobiaceae, Tepidamorphus
UP000007575	Deinococcus gobiensis (strain DSM 21396 / JCM 16679 / CGMCC 1.7299 / I-0) (Strain: DSM 21396 / JCM 16679 / CGMCC 1.7299 / I-0)	745776	4329	C:88.5%[S:87.8%,D:0.7%],F:3.4%,M:8.1%,n:148	Standard	Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus
UP000008457	Mahella australiensis (strain DSM 15567 / CIP 107919 / 50-1 BON) (Strain: DSM 15567 / CIP 107919 / 50-1 BON)	697281	2858	C:96.1%[S:96.1%,D:0%],F:0.8%,M:3.1%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermoanaerobacterales Family IV. Incertae Sedis, Mahella
UP000315389	Rarobacter faecitabidus (Strain: DSM 4813)	13243	2325	C:99.4%[S:99.4%,D:0%],F:0.3%,M:0.3%,n:352	Standard	Bacteria, Actinobacteria, Micrococcales, Rarobacteraceae, Rarobacter
UP000044071	Legionella massiliensis	1034943	3750	C:91.8%[S:90.3%,D:1.5%],F:2.4%,M:5.8%,n:452	Close to Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella
UP000244156	Geobacter sp. DSM 2909 (Strain: DSM 2909)	2135459	4159	C:94.6%[S:90.9%,D:3.7%],F:1.4%,M:4.1%,n:296	Standard	Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter, unclassified Geobacter
UP000244005	Marchantia polymorpha (Liverwort) (Marchantia aquatica) (Strain: Tak-1)	3197	21856	C:66.9%[S:52.1%,D:14.9%],F:3.2%,M:29.9%,n:1440	Outlier	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Marchantiophyta, Marchantiopsida, Marchantiidae, Marchantiales, Marchantiaceae, Marchantia
UP000318801	Martelella sp. BGMRC2036 (Strain: BGMRC2036)	2590451	4394	C:94.9%[S:94.6%,D:0.3%],F:2.8%,M:2.3%,n:686	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Aurantimonadaceae, Martelella, unclassified Martelella
UP000318693	Georgenia sp. Z446 (Strain: Z446)	2594180	3886	C:97.7%[S:97.2%,D:0.6%],F:0.6%,M:1.7%,n:352	Close to Standard	Bacteria, Actinobacteria, Micrococcales, Bogoriellaceae, Georgenia, unclassified Georgenia
UP000217065	Tetzosporium hominis (Strain: VT-49)	2020506	2916	C:96.2%[S:95.8%,D:0.4%],F:1.5%,M:2.3%,n:526	Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Tetzosporium
UP000318566	Streptomyces sp. SLBN-118 (Strain: AS41)	435993	6747	C:100%[S:99.7%,D:0.3%],F:0%,M:0%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000056419	Bacteroides stercoris (Strain: CL09T03C01)	46506	3155	C:98.9%[S:98.6%,D:0.2%],F:0.5%,M:0.7%,n:443	Standard	Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides
UP000002493	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633) (Strain: RIMD 2210633)	223926	4821	C:99.6%[S:98.7%,D:0.9%],F:0.2%,M:0.2%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Vibrio
UP000286373	Roseburia sp. AM16-25 (Strain: AM16-25)	2292065	2357	C:98%[S:98%,D:0%],F:1.2%,M:0.8%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Roseburia, unclassified Roseburia
UP000233742	Paracoccus sp. BM15 (Strain: BM15)	1529068	3740	C:97.7%[S:96.8%,D:0.9%],F:1.4%,M:0.9%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus
UP000286100	Sphingomonas sp. K2R01-6 (Strain: K2R01-6)	2320861	3865	C:95.9%[S:95.9%,D:0%],F:0%,M:4.1%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas
UP000292013	Rhodococcus sp. ABRD24 (Strain: ABRD24)	2507582	4379	C:100%[S:98.9%,D:1.1%],F:0%,M:0%,n:352	Standard	Bacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Rhodococcus
UP000290764	Fusibacter sp. A1 (Strain: A1)	2283630	3729	C:97.6%[S:97.6%,D:0%],F:2%,M:0.4%,n:254	Close to Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiales Family XII. Incertae Sedis, Fusibacter, unclassified Fusibacter
UP000232579	Halomonas sp. es.049 (Strain: ES.049)	1761788	3282	C:99.6%[S:98.9%,D:0.7%],F:0.2%,M:0.2%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas
UP000253868	Streptomyces sp. GSSD-12 (Strain: GSSD-12)	2282738	6807	C:99.1%[S:98%,D:1.1%],F:0%,M:0.9%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000231916	Streptomyces sp. CB01201 (Strain: CB01201)	2020324	7508	C:99.7%[S:98.3%,D:1.4%],F:0%,M:0.3%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000231637	Mariprofundus ferrinatatus (Strain: CP-8)	1921087	2236	C:95.9%[S:95.5%,D:0.5%],F:1.8%,M:2.3%,n:221	Close to Standard	Bacteria, Proteobacteria, Zetaproteobacteria, Mariprofundales, Mariprofundaceae, Mariprofundus
UP000285019	Coprococcus sp. AF21-14LB (Strain: AF21-14LB)	2292231	2287	C:90.2%[S:89.8%,D:0.4%],F:0.8%,M:9.1%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Coprococcus, unclassified Coprococcus
UP000001258	Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Strain: ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125)	272558	4006	C:97.9%[S:97.5%,D:0.4%],F:1.3%,M:0.8%,n:526	Standard	Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus
UP000024210	Sphingomonas sp. RIT328 (Strain: RIT328)	1470591	3964	C:93.7%[S:92.3%,D:1.4%],F:1.8%,M:4.5%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas
UP000295799	Rhizobium sp. BK251 (Strain: BK251)	2512125	6346	C:99.1%[S:98.8%,D:0.3%],F:0.9%,M:0%,n:686	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium/Agrobacterium group, Rhizobium
UP000033604	Clostridium sp. FS41 (Strain: FS41)	1609975	5722	C:98.8%[S:97.6%,D:1.2%],F:0.4%,M:0.8%,n:254	Close to Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium
UP000029692	Spirochaeta lutea (Strain: JC230)	1480694	2285	C:83.5%[S:82.7%,D:0.8%],F:2.5%,M:13.9%,n:237	Standard	Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Spirochaeta
UP000029548	Corynebacterium freneyi DNF00450 (Strain: DNF00450)	1287475	1898	C:90.3%[S:83.8%,D:6.5%],F:0.9%,M:8.8%,n:352	Standard	Bacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium
UP000319804	Microbacterium lacticum (Strain: DSM 20427)	33885	2765	C:96%[S:95.7%,D:0.3%],F:2%,M:2%,n:352	Standard	Bacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Microbacterium
UP000319374	Alistipes sp. 5CPEGH6 (Strain: 5CPEGH6)	2585119	2408	C:93.7%[S:93.7%,D:0%],F:3.8%,M:2.5%,n:443	Close to Standard	Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Rikenellaceae, Alistipes
UP000032221	Mycolicibacterium llatzerense (Strain: CLUC14)	280871	5405	C:99.1%[S:98.3%,D:0.9%],F:0.3%,M:0.6%,n:352	Standard	Bacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycolicibacterium
UP000094750	Formosa sp. Hel1_33_131 (Strain: Hel1_33_131)	1336794	2626	C:97.1%[S:97.1%,D:0%],F:1.8%,M:1.1%,n:443	Standard	Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Formosa, unclassified Formosa
UP000031641	Mycoplasma canadense (Strain: HAZ360_1)	29554	481	C:86.7%[S:86.7%,D:0%],F:0.6%,M:12.7%,n:166	Standard	Bacteria, Tenericutes, Mollicutes, Mycoplasmataceae, Mycoplasma
UP000076512	Nocardia terpenica (Strain: IFM 0406)	455432	8083	C:98.6%[S:96%,D:2.6%],F:0.3%,M:1.1%,n:352	Standard	Bacteria, Actinobacteria, Corynebacteriales, Nocardiaceae, Nocardia
UP000076398	Pirellula sp. SH-Sr6A (Strain: SH-Sr6A)	1632865	5207	C:85.1%[S:85.1%,D:0%],F:2.7%,M:12.2%,n:148	Standard	Bacteria, Planctomycetes, Planctomycetia, Pirellulales, Pirellulaceae, Pirellula, unclassified Pirellula
UP000030742	Dendroctonus ponderosae (Mountain pine beetle)	77166	12251	C:91.2%[S:83.4%,D:7.8%],F:4.2%,M:4.6%,n:1658	Standard	Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Coleoptera, Polyphaga, Cucujiformia, Curculionidae, Scolytinae, Dendroctonus
UP000014960	Desulfovibrio sp. X2 (Strain: X2)	941449	3444	C:98.3%[S:97.6%,D:0.7%],F:1.4%,M:0.3%,n:296	Standard	Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio
UP000071561	Pedobacter cryoconitis (Strain: PAMC 27485)	188932	4911	C:97.3%[S:95.5%,D:1.8%],F:1.4%,M:1.4%,n:443	Standard	Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter
UP000007170	Streptomyces hygroscopicus subsp. jinggangensis (strain 5008) (Strain: 5008)	1133850	9046	C:99.4%[S:98%,D:1.4%],F:0.6%,M:0%,n:352	Standard	Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces
UP000002026	Slackia heliotrinireducens (strain ATCC 29202 / DSM 20476 / NCTC 11029 / RHS 1) (Peptococcus heliotrinreducens) (Strain: ATCC 29202 / DSM 20476 / NCTC 11029 / RHS 1)	471855	2750	C:59.4%[S:58.8%,D:0.6%],F:9.7%,M:31%,n:352	Close to Standard	Bacteria, Actinobacteria, Coriobacteriia, Eggerthellales, Eggerthellaceae, Slackia
UP000000371	Streptococcus phage O1205 (Streptococcus bacteriophage phi-O1205)	85154	57		Standard	Viruses, Caudovirales, Siphoviridae, Brussowvirus
UP000196836	endosymbiont 'TC1' of Trimyema compressum	243899	1674	C:83.6%[S:83.6%,D:0%],F:3.9%,M:12.5%,n:232	Close to Standard	Bacteria, Firmicutes
UP000007550	Torque teno virus (isolate Human/Ghana/GH1/1996) (TTV) (Strain: Isolate Human/Ghana/GH1/1996)	487067	3		Standard	Viruses, Anelloviridae, unclassified Anelloviridae
UP000196330	Drancourtella sp. An177 (Strain: An177)	1965573	2789	C:98.8%[S:97.6%,D:1.2%],F:0%,M:1.2%,n:254	Standard	Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Drancourtella, unclassified Drancourtella
UP000005667	Azospirillum lipoferum (strain 4B) (Strain: 4B)	862719	6062	C:99.1%[S:96.8%,D:2.3%],F:0.5%,M:0.5%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Azospirillum
UP000295499	Pedobacter duraquae (Strain: DSM 19034)	425511	4663	C:96.8%[S:95.3%,D:1.6%],F:1.4%,M:1.8%,n:443	Standard	Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter
UP000093080	Dissulfuribacter thermophilus (Strain: S69)	1156395	2462	C:90.9%[S:90.2%,D:0.7%],F:6.4%,M:2.7%,n:296	Standard	Bacteria, Proteobacteria, Deltaproteobacteria, Dissulfuribacter
UP000195889	Collinsella sp. An271 (Strain: An271)	1965616	2335	C:58.8%[S:58.5%,D:0.3%],F:8.8%,M:32.4%,n:352	Outlier	Bacteria, Actinobacteria, Coriobacteriia, Coriobacteriales, Coriobacteriaceae, Collinsella, unclassified Collinsella
UP000076404	Gemmatimonas phototrophica (Strain: AP64)	1379270	3388	C:89.2%[S:88.5%,D:0.7%],F:2%,M:8.8%,n:148	Standard	Bacteria, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, Gemmatimonas
UP000007797	Cavenderia fasciculata (strain SH3) (Slime mold) (Dictyostelium fasciculatum) (Strain: SH3)	1054147	12152	C:92.1%[S:90.4%,D:1.7%],F:2.3%,M:5.6%,n:303	Standard	Eukaryota, Amoebozoa, Evosea, Eumycetozoa, Dictyostelia, Acytosteliales, Cavenderiaceae, Cavenderia
UP000195423	Aeromicrobium sp. PE09-221 (Strain: PE09-221)	1898043	3780	C:98.6%[S:98.3%,D:0.3%],F:0.9%,M:0.6%,n:352	Standard	Bacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Aeromicrobium, unclassified Aeromicrobium
UP000036087	Fructobacillus sp. EFB-N1 (Strain: EFB-N1)	1658766	1624	C:91.9%[S:91.6%,D:0.2%],F:0.5%,M:7.7%,n:443	Standard	Bacteria, Firmicutes, Bacilli, Lactobacillales, Leuconostocaceae, Fructobacillus, unclassified Fructobacillus
UP000008904	Mycobacterium virus Gumbie	1071505	104		Standard	Viruses, Caudovirales, Siphoviridae, Cheoctovirus
UP000202835	Loreto virus (Strain: 3940-83)	1170422	3		Standard	Viruses, Riboviria, unclassified Riboviria, unclassified ssRNA viruses, unclassified ssRNA positive-strand viruses
UP000030687	Citrus clementina (Strain: cv. Clemenules)	85681	31273	C:93.5%[S:70.4%,D:23.1%],F:3.5%,M:3%,n:1440	Standard	Eukaryota, Viridiplantae, Streptophyta, Embryophyta, Tracheophyta, Spermatophyta, Magnoliopsida, eudicotyledons, Gunneridae, Pentapetalae, rosids, malvids, Sapindales, Rutaceae, Aurantioideae, Citrus
UP000070491	candidate division MSBL1 archaeon SCGC-AAA382F02	1698282	344		Standard	Archaea, Euryarchaeota, candidate division MSBL1
UP000186019	Roseovarius nanhaiticus (Strain: DSM 29590)	573024	3516	C:98.6%[S:98.2%,D:0.5%],F:0.5%,M:0.9%,n:221	Standard	Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Roseovarius
UP000092553	Drosophila busckii (Fruit fly)	30019	11914	C:91.5%[S:88.2%,D:3.3%],F:2.7%,M:5.8%,n:2799	Standard	Eukaryota, Metazoa, Ecdysozoa, Arthropoda, Hexapoda, Insecta, Pterygota, Neoptera, Holometabola, Diptera, Brachycera, Muscomorpha, Ephydroidea, Drosophilidae, Drosophila
UP000001366	Persephonella marina (strain DSM 14350 / EX-H1) (Strain: DSM 14350 / EX-H1)	123214	2048	C:97.3%[S:97.3%,D:0%],F:2%,M:0.7%,n:148	Close to Standard	Bacteria, Aquificae, Aquificales, Hydrogenothermaceae, Persephonella
UP000092555	Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993 (Strain: NRRL YB-4993)	869754	5827	C:90.8%[S:90.3%,D:0.5%],F:7.7%,M:1.5%,n:1711	Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Saccharomycotina, Saccharomycetes, Saccharomycetales, Metschnikowiaceae, Metschnikowia
UP000091956	Pseudogymnoascus verrucosus (Strain: UAMH 10579)	342668	10683	C:96.4%[S:96%,D:0.3%],F:2.5%,M:1.1%,n:3725	Standard	Eukaryota, Fungi, Dikarya, Ascomycota, Pezizomycotina, Leotiomycetes, Leotiomycetes incertae sedis, Pseudeurotiaceae, Pseudogymnoascus
UP000263904	Bacillus phage v_B-Bak1	2094735	120		Close to Standard	Viruses, Caudovirales, Siphoviridae
UP000001549	Frankia symbiont subsp. Datisca glomerata (Strain: 4085684)	656024	4063	C:96.3%[S:96%,D:0.3%],F:0.6%,M:3.1%,n:352	Standard	Bacteria, Actinobacteria, Frankiales, Frankiaceae, Frankia
UP000006743	Haemophilus parasuis serovar 5 (strain SH0165) (Glaesserella parasuis) (Strain: SH0165)	557723	2002	C:97.1%[S:96.9%,D:0.2%],F:1.1%,M:1.8%,n:452	Standard	Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Glaesserella
UP000063965	Candidatus Coxiella mudrowiae (Strain: CRt)	2054173	822	C:73.2%[S:67.3%,D:6%],F:1.8%,M:25%,n:452	Outlier	Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Coxiella
UP000010388	Cyanobium gracile (strain ATCC 27147 / PCC 6307) (Strain: ATCC 27147 / PCC 6307)	292564	3261	C:97.7%[S:97.5%,D:0.2%],F:2%,M:0.2%,n:834	Standard	Bacteria, Cyanobacteria, Synechococcales, Synechococcaceae, Cyanobium
UP000010382	Pleurocapsa sp. PCC 7327 (Strain: PCC 7327)	118163	4255	C:99.2%[S:97.8%,D:1.3%],F:0.5%,M:0.4%,n:834	Standard	Bacteria, Cyanobacteria, Pleurocapsales, Hyellaceae, Pleurocapsa
